Country,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,New_Recovered,Active_Cases,Serious_Critical,Tot_Cases/1M_pop,Deaths/1M_pop,Total_Tests,Tests/1M_pop,Population,Region,Day
St. Vincent Grenadines,1855,5.0,11,0.0,1712,1.0,132,2.0,16677,99.0,44894,403607,111232,North America,29-04-2021
Taiwan,1121,5.0,12,0.0,1051,1.0,58,0.0,47,0.5,539626,22623,23852551,Asia,29-04-2021
Wallis and Futuna,444,1.0,7,2.0,44,0.0,393,1.0,40090,632.0,15256,1377517,11075,Australia/Oceania,29-04-2021
China,90655,13.0,4636,0.0,85691,9.0,328,3.0,63,3.0,160000000,111163,1439323776,Asia,30-04-2021
USA,33103974,59906.0,590055,784.0,25710142,68568.0,6803777,9625.0,99527,1774.0,446627197,1342790,332611450,North America,30-04-2021
India,19157094,402110.0,211835,3522.0,15673003,299238.0,3272256,8944.0,13770,152.0,286392086,205855,1391234758,Asia,30-04-2021
Brazil,14665962,73076.0,404287,2870.0,13194538,42420.0,1067137,8318.0,68593,1891.0,43818216,204939,213811266,South America,30-04-2021
France,5616689,24299.0,104514,276.0,4540185,41587.0,971990,5675.0,85891,1598.0,75976229,1161834,65393368,Europe,30-04-2021
Turkey,4820591,31891.0,40131,394.0,4323897,68183.0,456563,3534.0,56653,472.0,47261999,555435,85090011,Asia,30-04-2021
Russia,4805288,8731.0,110128,397.0,4427946,8406.0,267214,2300.0,32916,754.0,129100000,884329,145986418,Europe,30-04-2021
UK,4416623,2381.0,127517,15.0,4214791,4448.0,74315,196.0,64777,1870.0,156302824,2292447,68181646,Europe,30-04-2021
Italy,4022653,13446.0,120807,263.0,3465676,15721.0,436170,2583.0,66613,2001.0,58579752,970057,60387966,Europe,30-04-2021
Spain,3524077,9135.0,78216,136.0,3206273,13303.0,239588,2308.0,75349,1672.0,46199597,987808,46769814,Europe,30-04-2021
Germany,3392232,12845.0,83542,204.0,2995200,20000.0,313490,5049.0,40381,994.0,55490413,660552,84006186,Europe,30-04-2021
Argentina,2977363,22420.0,63865,357.0,2634306,26229.0,279192,5369.0,65380,1402.0,11148350,244808,45539136,South America,30-04-2021
Colombia,2859724,17790.0,73720,490.0,2669308,18665.0,116696,6006.0,55711,1436.0,14802786,288375,51331673,South America,30-04-2021
Poland,2792148,6802.0,67501,428.0,2496810,13030.0,227837,2831.0,73843,1785.0,14321250,378747,37812179,Europe,30-04-2021
Iran,2499077,19272.0,71758,407.0,1954321,16257.0,472998,5398.0,29442,845.0,15830271,186498,84881872,Asia,30-04-2021
Mexico,2340934,3990.0,216447,529.0,1861861,3017.0,262626,4798.0,18000,1664.0,6612450,50844,130053749,North America,30-04-2021
Ukraine,2069537,10072.0,44085,307.0,1655525,20192.0,369927,177.0,47559,1013.0,9418779,216448,43515195,Europe,30-04-2021
Peru,1799445,7447.0,61477,376.0,1688091,0.0,49877,2652.0,53954,1843.0,11169530,334904,33351471,South America,30-04-2021
Indonesia,1668368,5500.0,45521,187.0,1522634,5202.0,100213,0.0,6047,165.0,14640442,53061,275917066,Asia,30-04-2021
Czechia,1630771,2225.0,29300,38.0,1555002,156.0,46469,553.0,152047,2732.0,18138011,1691116,10725469,Europe,30-04-2021
South Africa,1581210,1674.0,54350,19.0,1505620,1194.0,21240,546.0,26386,907.0,10654870,177797,59927026,Africa,30-04-2021
Netherlands,1496352,7758.0,17148,22.0,1255490,7611.0,223714,811.0,87168,999.0,12274847,715053,17166334,Europe,30-04-2021
Canada,1219425,8342.0,24219,50.0,1111887,8425.0,83319,1422.0,32076,637.0,31479292,828050,38016166,North America,30-04-2021
Chile,1198245,7254.0,26353,106.0,1129347,3586.0,42545,3345.0,62240,1369.0,13051622,677933,19252084,South America,30-04-2021
Iraq,1065199,6405.0,15465,32.0,942046,7111.0,107688,562.0,26002,378.0,9338101,227947,40966067,Asia,30-04-2021
Romania,1055265,1636.0,28109,138.0,989393,3566.0,37763,1284.0,55160,1469.0,8257487,431631,19130916,Europe,30-04-2021
Philippines,1037427,8715.0,17234,89.0,946242,4067.0,73951,750.0,9364,156.0,11805080,106557,110786813,Asia,30-04-2021
Belgium,986622,3663.0,24185,45.0,848796,0.0,113641,886.0,84824,2079.0,12475193,1072540,11631450,Europe,30-04-2021
Sweden,973604,0.0,14048,33.0,799710,8835.0,159846,392.0,95908,1384.0,8482276,835573,10151454,Europe,30-04-2021
Israel,838481,74.0,6363,1.0,830625,95.0,1493,110.0,91163,692.0,14200104,1543894,9197590,Asia,30-04-2021
Portugal,836493,460.0,16974,0.0,795838,512.0,23681,89.0,82235,1669.0,10515374,1033757,10171999,Europe,30-04-2021
Pakistan,820823,5112.0,17811,131.0,711465,3272.0,91547,5360.0,3657,79.0,11788126,52525,224429976,Asia,30-04-2021
Hungary,779348,2365.0,27540,182.0,510379,6682.0,241429,677.0,80846,2857.0,5373540,557423,9639966,Europe,30-04-2021
Bangladesh,759132,2177.0,11450,57.0,681426,4325.0,66256,0.0,4572,69.0,5469704,32941,166047429,Asia,30-04-2021
Jordan,711373,1556.0,8836,35.0,682503,1596.0,20034,729.0,69153,859.0,6704884,651784,10286973,Asia,30-04-2021
Serbia,689557,1613.0,6362,25.0,635871,2707.0,47324,169.0,79186,731.0,3839381,440897,8708111,Europe,30-04-2021
Switzerland,659974,1831.0,10632,7.0,590565,2403.0,58777,238.0,75798,1221.0,6911371,793767,8707056,Europe,30-04-2021
Austria,618870,2131.0,10205,26.0,584777,2202.0,23888,501.0,68391,1128.0,31892904,3524470,9048994,Europe,30-04-2021
Japan,586938,5897.0,10194,87.0,519047,3487.0,57697,978.0,4653,81.0,11831534,93786,126154653,Asia,30-04-2021
Lebanon,526578,1001.0,7278,29.0,461122,3364.0,58178,586.0,77438,1070.0,3997716,587897,6800030,Asia,30-04-2021
UAE,520236,1974.0,1587,3.0,500779,1836.0,17870,0.0,52080,159.0,44108915,4415645,9989235,Asia,30-04-2021
Morocco,511249,363.0,9023,3.0,497621,516.0,4605,210.0,13717,242.0,6261875,168003,37272427,Africa,30-04-2021
Saudi Arabia,417363,1056.0,6957,11.0,400580,1071.0,9826,1335.0,11836,197.0,16903813,479382,35261708,Asia,30-04-2021
Malaysia,408713,3788.0,1506,14.0,377980,2640.0,29227,328.0,12495,46.0,9404236,287513,32708881,Asia,30-04-2021
Bulgaria,404380,652.0,16399,31.0,339534,1222.0,48447,674.0,58564,2375.0,2518362,364720,6904914,Europe,30-04-2021
Slovakia,382211,467.0,11684,37.0,362939,600.0,7588,326.0,69978,2139.0,2620819,479842,5461838,Europe,30-04-2021
Ecuador,381862,1173.0,18631,79.0,318598,0.0,44633,624.0,21376,1043.0,1285512,71960,17864378,South America,30-04-2021
Panama,364576,358.0,6232,5.0,354385,291.0,3959,105.0,83410,1426.0,2394760,547891,4370867,North America,30-04-2021
Belarus,358738,1505.0,2542,10.0,349013,1459.0,7183,0.0,37975,269.0,5850328,619296,9446742,Europe,30-04-2021
Greece,345033,2125.0,10381,66.0,303202,0.0,31450,802.0,33238,1000.0,8136160,783776,10380715,Europe,30-04-2021
Croatia,332183,2007.0,7081,41.0,310595,2337.0,14507,253.0,81334,1734.0,1804187,441747,4084206,Europe,30-04-2021
Nepal,323187,5657.0,3279,33.0,281095,928.0,38813,0.0,10930,111.0,2473956,83666,29569281,Asia,30-04-2021
Kazakhstan,319818,2853.0,3668,30.0,273915,2626.0,42235,221.0,16866,193.0,10128374,534127,18962471,Asia,30-04-2021
Azerbaijan,319109,1196.0,4517,27.0,289460,2162.0,25132,0.0,31240,442.0,3241186,317302,10214844,Asia,30-04-2021
Georgia,310310,1476.0,4110,15.0,290767,791.0,15433,0.0,77912,1032.0,4184317,1050595,3982805,Asia,30-04-2021
Tunisia,309119,1904.0,10722,81.0,259957,1767.0,38440,536.0,25931,899.0,1312917,110135,11920959,Africa,30-04-2021
Bolivia,303732,1901.0,12951,31.0,250380,1277.0,40401,71.0,25730,1097.0,1158410,98132,11804639,South America,30-04-2021
Palestine,296462,861.0,3249,18.0,272333,1100.0,20880,147.0,57022,625.0,1741234,334912,5199079,Asia,30-04-2021
Paraguay,279077,2212.0,6385,83.0,229519,1979.0,43173,516.0,38734,886.0,1096913,152243,7204995,South America,30-04-2021
Kuwait,273991,1429.0,1563,9.0,257261,1444.0,15167,219.0,63383,362.0,2326703,538246,4322754,Asia,30-04-2021
Dominican Republic,266561,347.0,3480,9.0,226392,1646.0,36689,198.0,24370,318.0,1404570,128413,10937947,North America,30-04-2021
Ethiopia,257442,1024.0,3688,30.0,198862,946.0,54892,962.0,2195,31.0,2580700,21999,117307400,Africa,30-04-2021
Denmark,251428,874.0,2485,2.0,239208,1451.0,9735,35.0,43282,428.0,37908060,6525610,5809121,Europe,30-04-2021
Costa Rica,250991,2609.0,3231,14.0,203009,416.0,44751,380.0,48901,630.0,974477,189859,5132631,North America,30-04-2021
Moldova,250837,329.0,5812,17.0,239914,515.0,5111,206.0,62302,1444.0,989787,245838,4026172,Europe,30-04-2021
Ireland,248870,544.0,4903,4.0,230955,407.0,13012,44.0,49940,984.0,4494860,901963,4983419,Europe,30-04-2021
Lithuania,247320,1357.0,3927,10.0,222436,860.0,20957,225.0,91919,1460.0,2797345,1039665,2690622,Europe,30-04-2021
Slovenia,240292,949.0,4250,7.0,226647,855.0,9395,156.0,115571,2044.0,1174592,564932,2079175,Europe,30-04-2021
Guatemala,227671,1424.0,7524,24.0,202843,1222.0,17304,5.0,12517,414.0,1260190,69283,18189006,North America,30-04-2021
Egypt,227552,1021.0,13339,61.0,170773,765.0,43440,90.0,2190,128.0,2715258,26127,103926690,Africa,30-04-2021
Armenia,216064,536.0,4108,21.0,198135,964.0,13821,0.0,72802,1384.0,983656,331438,2967840,Asia,30-04-2021
Honduras,211076,1586.0,5261,38.0,78517,377.0,127298,566.0,21035,524.0,621659,61951,10034710,North America,30-04-2021
Qatar,205652,676.0,458,8.0,189544,1593.0,15650,374.0,73243,163.0,1903912,678078,2807805,Asia,30-04-2021
Bosnia and Herzegovina,198461,595.0,8551,39.0,159223,582.0,30687,0.0,60806,2620.0,907054,277910,3263842,Europe,30-04-2021
Uruguay,198428,2694.0,2616,53.0,167823,2858.0,27989,548.0,56959,751.0,1802140,517304,3483716,South America,30-04-2021
Venezuela,197683,1297.0,2136,19.0,179200,1128.0,16347,317.0,6968,75.0,3359014,118404,28368978,South America,30-04-2021
Libya,177508,436.0,3029,6.0,163191,519.0,11288,0.0,25546,436.0,958768,137981,6948528,Africa,30-04-2021
Bahrain,176934,1182.0,646,7.0,165928,1024.0,10360,87.0,101102,369.0,4079066,2330812,1750062,Asia,30-04-2021
Nigeria,165110,55.0,2063,0.0,155101,60.0,7946,11.0,785,10.0,1912628,9093,210344764,Africa,30-04-2021
Kenya,159318,497.0,2724,17.0,108565,441.0,48029,191.0,2910,50.0,1669552,30496,54747213,Africa,30-04-2021
North Macedonia,152367,365.0,4855,37.0,132765,594.0,14747,124.0,73137,2330.0,721446,346299,2083303,Europe,30-04-2021
Myanmar,142817,17.0,3209,0.0,131966,8.0,7642,0.0,2610,59.0,2576307,47088,54712043,Asia,30-04-2021
Albania,131085,108.0,2394,5.0,109338,732.0,19353,18.0,45592,833.0,633689,220399,2875187,Europe,30-04-2021
Algeria,122108,242.0,3253,9.0,85108,168.0,33747,28.0,2744,73.0,230861,5187,44504484,Africa,30-04-2021
Estonia,122042,385.0,1161,3.0,111274,675.0,9607,57.0,91949,875.0,1283679,967153,1327276,Europe,30-04-2021
S. Korea,122007,656.0,1828,3.0,111422,635.0,8757,164.0,2378,36.0,8848292,172462,51305815,Asia,30-04-2021
Latvia,118558,763.0,2131,6.0,107701,632.0,8726,84.0,63440,1140.0,2292447,1226678,1868826,Europe,30-04-2021
Norway,112970,429.0,756,2.0,88952,0.0,23262,40.0,20704,139.0,5212177,955249,5456354,Europe,30-04-2021
Sri Lanka,108146,1662.0,678,17.0,95975,530.0,11493,0.0,5033,32.0,2538334,118130,21487707,Asia,30-04-2021
Cuba,106707,1046.0,644,12.0,100603,973.0,5460,73.0,9426,57.0,3631470,320776,11320874,North America,30-04-2021
Montenegro,97389,132.0,1495,3.0,93531,162.0,2363,69.0,155045,2380.0,375779,598248,628132,Europe,30-04-2021
Kyrgyzstan,95275,331.0,1604,6.0,89191,268.0,4480,25.0,14407,243.0,988713,149509,6613074,Asia,30-04-2021
Zambia,91586,53.0,1251,1.0,89933,81.0,402,45.0,4870,67.0,1400235,74452,18807174,Africa,30-04-2021
Uzbekistan,90808,402.0,649,2.0,87067,293.0,3092,23.0,2681,19.0,1377915,40682,33870024,Asia,30-04-2021
Finland,86808,195.0,914,1.0,46000,0.0,39894,31.0,15647,165.0,4471351,805959,5547864,Europe,30-04-2021
Mozambique,69917,53.0,814,0.0,65913,1372.0,3190,43.0,2187,25.0,518615,16219,31975243,Africa,30-04-2021
El Salvador,69198,0.0,2124,4.0,64876,0.0,2198,31.0,10624,326.0,914674,140431,6513339,North America,30-04-2021
Luxembourg,67205,160.0,796,2.0,63661,213.0,2748,30.0,105937,1255.0,2661422,4195259,634388,Europe,30-04-2021
Thailand,65153,1583.0,203,15.0,36254,860.0,28696,871.0,931,3.0,8124896,116161,69945307,Asia,30-04-2021
Singapore,61145,24.0,30,0.0,60751,33.0,364,0.0,10384,5.0,9536636,1619549,5888453,Asia,30-04-2021
Afghanistan,59942,197.0,2631,6.0,53206,103.0,4105,1124.0,1512,66.0,403764,10183,39650573,Asia,30-04-2021
Namibia,48351,174.0,642,4.0,46021,112.0,1688,42.0,18749,249.0,386573,149900,2578877,Africa,30-04-2021
Ivory Coast,46036,38.0,286,0.0,45526,28.0,224,0.0,1710,11.0,594288,22079,26915903,Africa,30-04-2021
Jamaica,45578,164.0,778,8.0,21059,114.0,23741,26.0,15336,262.0,331131,111421,2971885,North America,30-04-2021
Uganda,41866,69.0,342,0.0,41422,0.0,102,24.0,892,7.0,1015177,21633,46926747,Africa,30-04-2021
Senegal,40344,49.0,1107,0.0,39083,62.0,154,12.0,2358,65.0,479478,28028,17106869,Africa,30-04-2021
Zimbabwe,38257,22.0,1567,0.0,35612,18.0,1078,12.0,2543,104.0,415737,27639,15041707,Africa,30-04-2021
Madagascar,37014,318.0,643,6.0,31570,557.0,4801,391.0,1309,23.0,182972,6471,28276723,Africa,30-04-2021
Mongolia,35979,1356.0,110,8.0,19642,923.0,16227,109.0,10831,33.0,2697262,811967,3321888,Asia,30-04-2021
Malawi,34078,16.0,1148,0.0,32051,28.0,879,12.0,1744,59.0,232358,11893,19536641,Africa,30-04-2021
Malta,30292,16.0,413,0.0,29548,55.0,331,0.0,68454,933.0,867282,1959875,442519,Europe,30-04-2021
DRC,29853,41.0,766,3.0,26219,13.0,2868,0.0,325,8.0,148822,1621,91797473,Africa,30-04-2021
Maldives,29835,465.0,73,0.0,24775,72.0,4987,90.0,54404,133.0,725273,1322521,548402,Asia,30-04-2021
Australia,29801,22.0,910,0.0,28599,6.0,292,1.0,1158,35.0,16839329,654091,25744628,Australia/Oceania,30-04-2021
Angola,26652,221.0,596,2.0,23876,270.0,2180,24.0,791,18.0,465555,13812,33705627,Africa,30-04-2021
Rwanda,25116,121.0,335,2.0,23234,28.0,1547,3.0,1900,25.0,1313490,99383,13216477,Africa,30-04-2021
Cabo Verde,23882,328.0,217,4.0,20565,308.0,3100,23.0,42572,387.0,149692,266838,560984,Africa,30-04-2021
Gabon,23075,257.0,139,1.0,19629,239.0,3307,19.0,10170,61.0,731109,322219,2268980,Africa,30-04-2021
Syria,22733,102.0,1592,9.0,16821,160.0,4320,0.0,1274,89.0,103566,5802,17850635,Asia,30-04-2021
Mayotte,20094,39.0,170,0.0,2964,0.0,16960,3.0,72220,611.0,171277,615586,278234,Africa,30-04-2021
French Polynesia,18758,3.0,141,0.0,4842,0.0,13775,3.0,66458,500.0,26355,93373,282254,Australia/Oceania,30-04-2021
Mauritania,18402,25.0,455,0.0,17687,18.0,260,14.0,3874,96.0,233956,49252,4750190,Africa,30-04-2021
Mali,13858,43.0,484,3.0,8560,93.0,4814,0.0,668,23.0,254662,12285,20730147,Africa,30-04-2021
Cambodia,13402,761.0,93,2.0,5152,166.0,8157,0.0,793,5.0,906182,53588,16910210,Asia,30-04-2021
Burkina Faso,13310,1.0,157,0.0,13043,12.0,110,0.0,623,7.0,179512,8398,21374548,Africa,30-04-2021
Guyana,13283,177.0,296,1.0,11208,98.0,1779,15.0,16820,375.0,122494,155115,789699,South America,30-04-2021
Andorra,13232,34.0,125,0.0,12684,34.0,423,18.0,171027,1616.0,193595,2502262,77368,Europe,30-04-2021
Haiti,13094,77.0,254,0.0,12148,5.0,692,0.0,1137,22.0,60085,5217,11517488,North America,30-04-2021
Togo,12967,36.0,123,0.0,11140,95.0,1704,0.0,1537,15.0,310570,36804,8438507,Africa,30-04-2021
Belize,12668,22.0,323,0.0,12218,10.0,127,1.0,31389,800.0,117641,291490,403585,North America,30-04-2021
Curaçao,12195,14.0,109,1.0,11612,69.0,474,22.0,74066,662.0,94604,574576,164650,North America,30-04-2021
Hong Kong,11775,4.0,209,0.0,11416,12.0,150,3.0,1560,28.0,11193673,1483125,7547356,Asia,30-04-2021
Djibouti,11100,74.0,143,0.0,10708,62.0,249,0.0,11101,143.0,149489,149508,999872,Africa,30-04-2021
Trinidad and Tobago,10824,326.0,169,4.0,8481,61.0,2174,8.0,7714,120.0,131207,93502,1403247,North America,30-04-2021
Aruba,10638,30.0,99,1.0,10368,32.0,171,14.0,99289,924.0,148270,1383864,107142,North America,30-04-2021
South Sudan,10583,16.0,115,1.0,10312,0.0,156,0.0,936,10.0,151582,13412,11302280,Africa,30-04-2021
Bahamas,10453,104.0,199,1.0,9494,73.0,760,4.0,26373,502.0,86984,219460,396355,North America,30-04-2021
Suriname,10363,77.0,204,3.0,9336,47.0,823,23.0,17535,345.0,50752,85877,590984,South America,30-04-2021
Iceland,6472,6.0,29,0.0,6253,7.0,190,4.0,18865,85.0,600005,1748888,343078,Europe,30-04-2021
Yemen,6317,23.0,1226,4.0,2751,20.0,2340,23.0,208,40.0,23855,786,30367215,Asia,30-04-2021
Gambia,5898,11.0,174,0.0,5357,16.0,367,3.0,2385,70.0,71116,28763,2472475,Africa,30-04-2021
Seychelles,5873,314.0,28,2.0,5101,426.0,744,0.0,59412,283.0,21504,217537,98852,Africa,30-04-2021
Niger,5228,2.0,191,0.0,4851,0.0,186,18.0,210,8.0,98784,3963,24924563,Africa,30-04-2021
San Marino,5066,6.0,90,0.0,4917,8.0,59,4.0,149044,2648.0,61499,1809326,33990,Europe,30-04-2021
Chad,4817,7.0,170,0.0,4423,7.0,224,0.0,287,10.0,113775,6767,16813203,Africa,30-04-2021
Saint Lucia,4552,18.0,74,0.0,4363,6.0,115,0.0,24696,401.0,40297,218622,184323,North America,30-04-2021
Sierra Leone,4054,1.0,79,0.0,3076,1.0,899,0.0,500,10.0,119155,14691,8110732,Africa,30-04-2021
Barbados,3855,17.0,44,0.0,3768,9.0,43,0.0,13401,153.0,153036,531990,287667,North America,30-04-2021
Guinea-Bissau,3734,1.0,67,0.0,3315,15.0,352,9.0,1861,33.0,63663,31732,2006302,Africa,30-04-2021
Liechtenstein,2926,5.0,57,0.0,2792,11.0,77,6.0,76559,1491.0,39109,1023287,38219,Europe,30-04-2021
Monaco,2454,2.0,32,0.0,2368,10.0,54,1.0,62171,811.0,51953,1316199,39472,Europe,30-04-2021
Bermuda,2393,11.0,28,1.0,1820,15.0,545,28.0,38543,451.0,239584,3858843,62087,North America,30-04-2021
Turks and Caicos,2388,2.0,17,0.0,2343,1.0,28,1.0,60996,434.0,54460,1391060,39150,North America,30-04-2021
Sao Tome and Principe,2302,1.0,35,0.0,2241,2.0,26,0.0,10345,157.0,12999,58418,222517,Africa,30-04-2021
Timor-Leste,2276,86.0,3,0.0,1209,142.0,1064,0.0,1700,2.0,66785,49871,1339160,Asia,30-04-2021
St. Vincent Grenadines,1864,9.0,11,0.0,1715,3.0,138,2.0,16758,99.0,45158,405980,111232,North America,30-04-2021
Isle of Man,1587,0.0,29,0.0,1548,3.0,10,1.0,18582,340.0,44761,524097,85406,Europe,30-04-2021
Mauritius,1209,1.0,17,0.0,1084,16.0,108,0.0,949,13.0,358675,281641,1273520,Africa,30-04-2021
Taiwan,1129,8.0,12,0.0,1053,2.0,64,0.0,47,0.5,539626,22623,23852551,Asia,30-04-2021
Cayman Islands,543,1.0,2,0.0,526,4.0,15,0.0,8183,30.0,90031,1356706,66360,North America,30-04-2021
China,90671,16.0,4636,0.0,85710,19.0,325,3.0,63,3.0,160000000,111163,1439323776,Asia,01-05-2021
USA,33149740,45765.0,590750,707.0,25786609,76467.0,6772381,9535.0,99662,1776.0,447965624,1346771,332622037,North America,01-05-2021
India,19549656,392562.0,215523,3688.0,15981772,308769.0,3352361,8944.0,14051,155.0,288337385,207242,1391308838,Asia,01-05-2021
Brazil,14725975,60013.0,406565,2278.0,13242665,48127.0,1076745,8318.0,68871,1901.0,43818216,204931,213819510,South America,01-05-2021
France,5642359,25670.0,104706,192.0,4590568,50383.0,947085,5581.0,86282,1601.0,76301950,1166801,65394155,Europe,01-05-2021
Turkey,4849408,28817.0,40504,373.0,4405199,81302.0,403705,3525.0,56988,476.0,47504193,558249,85094968,Asia,01-05-2021
Russia,4814558,9270.0,110520,392.0,4436583,8637.0,267455,2300.0,32979,757.0,129500000,887067,145986759,Europe,01-05-2021
UK,4418530,1907.0,127524,7.0,4218172,3381.0,72834,185.0,64803,1870.0,156302824,2292382,68183590,Europe,01-05-2021
Italy,4035614,12962.0,121033,226.0,3484042,18366.0,430539,2522.0,66829,2004.0,58957954,976327,60387482,Europe,01-05-2021
Germany,3412373,20141.0,83702,160.0,3012100,16900.0,316571,5049.0,40620,996.0,55490413,660540,84007647,Europe,01-05-2021
Argentina,2993865,16502.0,64096,231.0,2655359,21053.0,274410,5370.0,65739,1407.0,11209847,246146,45541400,South America,01-05-2021
Colombia,2877746,18022.0,74215,495.0,2686399,17091.0,117132,6006.0,56059,1446.0,14888382,290026,51334635,South America,01-05-2021
Poland,2798621,6473.0,67924,423.0,2510858,14048.0,219839,2723.0,74014,1796.0,14321250,378749,37811953,Europe,01-05-2021
Iran,2516157,17080.0,72090,332.0,1971064,16743.0,473003,5421.0,29641,849.0,15961178,188027,84887747,Asia,01-05-2021
Mexico,2344755,3821.0,216907,460.0,1864914,3053.0,262934,4798.0,18028,1668.0,6632938,50999,130061146,North America,01-05-2021
Ukraine,2078086,8549.0,44436,351.0,1670481,14956.0,363169,177.0,47757,1021.0,9456234,217316,43513767,Europe,01-05-2021
Peru,1804915,5470.0,61789,312.0,1688091,0.0,55035,2667.0,54114,1853.0,11225924,336569,33353981,South America,01-05-2021
Indonesia,1672880,4512.0,45652,131.0,1526978,4344.0,100250,0.0,6063,165.0,14703659,53287,275932862,Asia,01-05-2021
Czechia,1632944,2168.0,29332,32.0,1562216,167.0,41396,527.0,152248,2735.0,18347631,1710643,10725578,Europe,01-05-2021
South Africa,1582842,1632.0,54406,56.0,1506732,1112.0,21704,546.0,26411,908.0,10682827,178252,59931112,Africa,01-05-2021
Netherlands,1502107,5755.0,17169,21.0,1263295,7805.0,221643,792.0,87502,1000.0,12274847,715045,17166540,Europe,01-05-2021
Canada,1227035,7610.0,24261,42.0,1119279,7392.0,83495,1422.0,32275,638.0,31629802,831970,38017972,North America,01-05-2021
Chile,1204755,6510.0,26457,104.0,1136816,7469.0,41482,3336.0,62575,1374.0,13115985,681244,19252980,South America,01-05-2021
Iraq,1070366,5167.0,15498,33.0,949341,7295.0,105527,571.0,26125,378.0,9376388,228854,40971011,Asia,01-05-2021
Romania,1056572,1307.0,28194,85.0,992605,3212.0,35773,1277.0,55231,1474.0,8273925,432506,19130218,Europe,01-05-2021
Philippines,1046637,9210.0,17354,120.0,957008,10766.0,72275,750.0,9447,157.0,11854425,106994,110794784,Asia,01-05-2021
Belgium,990229,3607.0,24230,45.0,858268,9472.0,107731,854.0,85132,2083.0,12529895,1077217,11631725,Europe,01-05-2021
Portugal,836947,454.0,16976,2.0,796477,639.0,23494,84.0,82281,1669.0,10515374,1033773,10171837,Europe,01-05-2021
Pakistan,825519,4696.0,17957,146.0,717009,5544.0,90553,5490.0,3678,80.0,11836866,52736,224453453,Asia,01-05-2021
Hungary,781299,1951.0,27701,161.0,517026,6647.0,236572,621.0,81049,2874.0,5394652,559621,9639833,Europe,01-05-2021
Bangladesh,760584,1452.0,11510,60.0,684671,3245.0,64403,996.0,4580,69.0,5484821,33030,166056388,Asia,01-05-2021
